platform,content_id,author,text,title,description,hashtags,view_count,like_count,comment_count,engagement_score,posted_at,url,duration_seconds
youtube,jkHyncpQRdc,Aylen Park,OMG Trying new LANEIGE lip flavors?!!😍🤩🍵 #laneige #kbeauty #korean #lips #lipbalms #matcha ,OMG Trying new LANEIGE lip flavors?!!😍🤩🍵 #laneige #kbeauty #korean #lips #lipbalms #matcha,,,14954698,318920,1144,321208,2025-05-16T02:50:19,https://www.youtube.com/watch?v=jkHyncpQRdc,97
youtube,6SUf-t-Shg8,LANEIGE US,"THE PERFECT SIP FOR YOUR LIPS ☕️🍫 Laneige Hot Cocoa Lip Sleeping Mask Hot Cocoa in a Mug 🤝 Hot Cocoa in a Jar 
We took your favorite cozy, seasonal drink & turned it into a Lip Sleeping Mask ☕️🤎✨
Rich, velvety, chocolate-scented hydration that feels like sipping cocoa by the fire. 

NOW @sephora, #sephora @kohls, @amazon @amazonbeauty, & our site!

#laneige #kbeauty #koreanskincare #lip #hotcocoa #chocolate",THE PERFECT SIP FOR YOUR LIPS ☕️🍫 Laneige Hot Cocoa Lip Sleeping Mask,"Hot Cocoa in a Mug 🤝 Hot Cocoa in a Jar 
We took your favorite cozy, seasonal drink & turned it into a Lip Sleeping Mask ☕️🤎✨
Rich, velvety, chocolate-scented hydration that feels like sipping cocoa by the fire. 

NOW @sephora, #sephora @kohls, @amazon @amazonbeauty, & our site!

#laneige #kbeauty #koreanskincare #lip #hotcocoa #chocolate",,498041,13602,448,14498,2025-10-24T16:43:23,https://www.youtube.com/watch?v=6SUf-t-Shg8,11
youtube,L9aQBadPeGs,LANEIGE US,"CASTING AWAY THE FINE LINES 🪄😊 Laneige Perfect Renew 3X Collection Glow deeper with every step in your routine with the Perfect Renew 3X Collection—Let's break it down real quick ✨💨

💛 Perfect Renew Nourishing Oil-to-Foam Cleanser 👉 deeply cleanses, nourishes, & boosts glow.

💛 Perfect Renew 3X Signature Serum 👉 3 powerful serums combine into one powerful dose to improve visible wrinkles, firmness, & glow

💛 Perfect Renew 3X Cream 👉anti-aging cream that delivers rich, buttery hydration and visibly improves firmness, wrinkles, & skin barrier strength.

🛍️ Shop this powerful trio on @amazon and on our site!

#antiaging #retinol #productlaunch #finelines #wrinkles #koreanskincare #laneige #kbeautyroutine",CASTING AWAY THE FINE LINES 🪄😊 Laneige Perfect Renew 3X Collection,"Glow deeper with every step in your routine with the Perfect Renew 3X Collection—Let's break it down real quick ✨💨

💛 Perfect Renew Nourishing Oil-to-Foam Cleanser 👉 deeply cleanses, nourishes, & boosts glow.

💛 Perfect Renew 3X Signature Serum 👉 3 powerful serums combine into one powerful dose to improve visible wrinkles, firmness, & glow

💛 Perfect Renew 3X Cream 👉anti-aging cream that delivers rich, buttery hydration and visibly improves firmness, wrinkles, & skin barrier strength.

🛍️ Shop this powerful trio on @amazon and on our site!

#antiaging #retinol #productlaunch #finelines #wrinkles #koreanskincare #laneige #kbeautyroutine",,550472,10211,163,10537,2025-10-14T14:00:37,https://www.youtube.com/watch?v=L9aQBadPeGs,9
youtube,vYrHg65BBXs,Actually Angela,Have you tired the Laneige Glow Lip Balms Yet? 💋💄 #skincare #kbeauty #lipgloss #lipstick #laneige #sephora #grwm #explore #vlog #minivlog #fyp #shorts,Have you tired the Laneige Glow Lip Balms Yet? 💋💄,#skincare #kbeauty #lipgloss #lipstick #laneige #sephora #grwm #explore #vlog #minivlog #fyp #shorts,,368518,4174,110,4394,2025-05-13T00:52:02,https://www.youtube.com/watch?v=vYrHg65BBXs,10
tiktok,7518779475975310648,laneigeca,which lip glowy balm are you using today? 😘 #swatch #lipglowybalm #laneige #kbeauty  ,,which lip glowy balm are you using today? 😘 #swatch #lipglowybalm #laneige #kbeauty  ,"swatch,lipglowybalm,laneige,kbeauty",1500000,84700,663,96787,,https://www.tiktok.com/@laneigeca/video/7518779475975310648,0
tiktok,7585342981641637175,life.unboxed4,"💄 LANEIGE JUICE POP BOX LIP TINTS SPOTTED IN STORE 👀 💄

Found these in store today and yes, I picked up all of them. A quick look at how pretty the shades are straight out of the box.

✨ All shades shown:
🍇 DJ Plum
🍑 Pop Star Peach
🍓 Electro Berry
🪩 Disco Coral
☕ Mocha Remix
🎶 Jazzy Jam
🌸 Lo Fi Mauve
❤️ Red Classic

No official release date yet, but these are clearly circulating.
Swatches and try ons coming soon… 💋✨
#laneige #juicepopbox #liptint #sephora #beautynews ",,"💄 LANEIGE JUICE POP BOX LIP TINTS SPOTTED IN STORE 👀 💄

Found these in store today and yes, I picked up all of them. A quick look at how pretty the shades are straight out of the box.

✨ All shades shown:
🍇 DJ Plum
🍑 Pop Star Peach
🍓 Electro Berry
🪩 Disco Coral
☕ Mocha Remix
🎶 Jazzy Jam
🌸 Lo Fi Mauve
❤️ Red Classic

No official release date yet, but these are clearly circulating.
Swatches and try ons coming soon… 💋✨
#laneige #juicepopbox #liptint #sephora #beautynews ","laneige,juicepopbox,liptint,sephora,beautynews",2459,99,5,154,,https://www.tiktok.com/@life.unboxed4/video/7585342981641637175,0
tiktok,7581885877077544210,laneigeca,cmon just take a hint 🫣 #holidaygifting #skincare #beautygirlie #laneige #christmasgifts ,,cmon just take a hint 🫣 #holidaygifting #skincare #beautygirlie #laneige #christmasgifts ,"holidaygifting,skincare,beautygirlie,laneige,christmasgifts",27700,1696,25,2139,,https://www.tiktok.com/@laneigeca/video/7581885877077544210,0
tiktok,7584099649015909662,gracemayofficial,"Help me decide 🥹😂

#laneige #skincareroutine #refill ",,"Help me decide 🥹😂

#laneige #skincareroutine #refill ","laneige,skincareroutine,refill",202600,7923,74,8209,,https://www.tiktok.com/@gracemayofficial/video/7584099649015909662,0
tiktok,7580809304131783944,laneigeca,which lip sleeping mask is your favourite? 👀 #satisfyingvideos #swatches #lipsleepingmask #laneige #lippies ,,which lip sleeping mask is your favourite? 👀 #satisfyingvideos #swatches #lipsleepingmask #laneige #lippies ,"satisfyingvideos,swatches,lipsleepingmask,laneige,lippies",145200,4433,42,5249,,https://www.tiktok.com/@laneigeca/video/7580809304131783944,0
tiktok,7575788485928389919,girlytiktokshopfinds,Such a good holiday set 💗 #laneigelipmask #lipbalm #giftideas #tiktokshopcreatorpicks #tiktokshopblackfriday ,,Such a good holiday set 💗 #laneigelipmask #lipbalm #giftideas #tiktokshopcreatorpicks #tiktokshopblackfriday ,"laneigelipmask,lipbalm,giftideas,tiktokshopcreatorpicks,tiktokshopblackfriday",15500000,57800,79,68365,,https://www.tiktok.com/@girlytiktokshopfinds/video/7575788485928389919,0
tiktok,7567838202745212174,simplykris.stone,Actually this sale is crazy #laneige #giftsets #christmasgiftideas ,,Actually this sale is crazy #laneige #giftsets #christmasgiftideas ,"laneige,giftsets,christmasgiftideas",26800000,191000,1608,210071,,https://www.tiktok.com/@simplykris.stone/video/7567838202745212174,0
tiktok,7581147395149303071,laneige_us,"✨PR MAILER GIVEAWAY TIME✨

Who wants to win our Holiday PR Mailer? Featuring all 5 of our limited edition holiday sets 💝

HOW TO ENTER:

🌟 ""LIKE"" ""SAVE"" & “SHARE” this post!
✨ FOLLOW @laneige_us
👯 TAG your BFF in the comments
💖 BONUS* entries if you LIKE, RE-POST, SHARE & COMMENT our last 3 posts!

🚨PLEASE READ: No purchase is necessary. Open to legal residents of US, Age of majority at entry. Void where prohibited. Contest ends 11:59pm EST on 12/14/25. 2 WINNERS will be chosen at random and NOTIFIED VIA DM FROM VERIFIED @laneige_us ACCOUNT ONLY within two weeks following the end of the giveaway. 🚨 PLEASE kindly DO NOT DM US asking if you have won or if the winner has been chosen 🚨 This contest is in no way sponsored, endorsed, or associated with TikTok. GOOD LUCK! xx

#kbeauty #laneige #giftsets #holiday #kbeauty ",,"✨PR MAILER GIVEAWAY TIME✨

Who wants to win our Holiday PR Mailer? Featuring all 5 of our limited edition holiday sets 💝

HOW TO ENTER:

🌟 ""LIKE"" ""SAVE"" & “SHARE” this post!
✨ FOLLOW @laneige_us
👯 TAG your BFF in the comments
💖 BONUS* entries if you LIKE, RE-POST, SHARE & COMMENT our last 3 posts!

🚨PLEASE READ: No purchase is necessary. Open to legal residents of US, Age of majority at entry. Void where prohibited. Contest ends 11:59pm EST on 12/14/25. 2 WINNERS will be chosen at random and NOTIFIED VIA DM FROM VERIFIED @laneige_us ACCOUNT ONLY within two weeks following the end of the giveaway. 🚨 PLEASE kindly DO NOT DM US asking if you have won or if the winner has been chosen 🚨 This contest is in no way sponsored, endorsed, or associated with TikTok. GOOD LUCK! xx

#kbeauty #laneige #giftsets #holiday #kbeauty ","kbeauty,laneige,giftsets,holiday,kbeauty",146600,13300,5260,34302,,https://www.tiktok.com/@laneige_us/video/7581147395149303071,0
tiktok,7584308478190030094,kristidmytrenko,"Laneige just released the cutest magnetic lip balm holder for your phone and added it to the stardust lip balm bundle!! 😍✨
@laneige_us #laneige #laneigestardust #lipbalm #tiktokshopcreatorpicks #TikTokShopHolidayHaul #lipglossholder ",,"Laneige just released the cutest magnetic lip balm holder for your phone and added it to the stardust lip balm bundle!! 😍✨
@laneige_us #laneige #laneigestardust #lipbalm #tiktokshopcreatorpicks #TikTokShopHolidayHaul #lipglossholder ",",laneige,laneigestardust,lipbalm,tiktokshopcreatorpicks,tiktokshopholidayhaul,lipglossholder",1800000,24700,129,33085,,https://www.tiktok.com/@kristidmytrenko/video/7584308478190030094,0
tiktok,7576342485685832991,klothesminded,Laneige Midnight minis on sale for Black Friday #laneige #lipblam #stockingstuffer #giftset #tiktokstopblackfriday posted 11/24/2025 sale prices may change!  ,,Laneige Midnight minis on sale for Black Friday #laneige #lipblam #stockingstuffer #giftset #tiktokstopblackfriday posted 11/24/2025 sale prices may change!  ,"laneige,lipblam,stockingstuffer,giftset,tiktokstopblackfriday",2600000,12800,78,15458,,https://www.tiktok.com/@klothesminded/video/7576342485685832991,0
tiktok,7579123809446366477,natashaangeliquen,Jungkook Laneige Gummy Bear lip balm! It smells like grape and cotton candy 🍇💜 @laneige_us #jungkook #kbeauty #btsarmy #kpop #kpopfypシ ,,Jungkook Laneige Gummy Bear lip balm! It smells like grape and cotton candy 🍇💜 @laneige_us #jungkook #kbeauty #btsarmy #kpop #kpopfypシ ,",jungkook,kbeauty,btsarmy,kpop,kpopfypシ",497400,30600,150,36150,,https://www.tiktok.com/@natashaangeliquen/video/7579123809446366477,0
tiktok,7434324698193792287,luvphoebeee,"my skin drinks this up🥛

                                          product:
@laneige_us Cream Skin Toner",,"my skin drinks this up🥛

                                          product:
@laneige_us Cream Skin Toner",,277000,5787,74,7033,,https://www.tiktok.com/@luvphoebeee/video/7434324698193792287,0
tiktok,7585506958086507808,laneige.uk,"DAY 8 – @glowforitshop⚡💧
We’ve teamed up with @glowforitshop to give you the ultimate glow for both skin and lashes!
The winner will receive:
⚡ Glow For It Recharge & Grow Ultimate Lash Edit
💧 LANEIGE Hydration To Go Set
How to enter:
⚡Follow @laneige.uk
⚡Like this post
⚡Share your go-to self-care tip in the comments
📅 Giveaway closes 10:00am GMT on 21st December 2025
Winner will be chosen at random and contacted via DM from @laneige.uk only.
T&C’s apply.
Open to UK residents aged 18+. No purchase necessary. Prize fulfilled by Laneige UK and Glow For It Shop. Personal information will only be used to arrange prize delivery. This giveaway is not sponsored, endorsed or administered by, or associated with Instagram. Stay alert for fake accounts, we will never ask for payment or personal bank details to claim the prize.
#laneige #laneigeuk #glowforit #12daysoflaneige",,"DAY 8 – @glowforitshop⚡💧
We’ve teamed up with @glowforitshop to give you the ultimate glow for both skin and lashes!
The winner will receive:
⚡ Glow For It Recharge & Grow Ultimate Lash Edit
💧 LANEIGE Hydration To Go Set
How to enter:
⚡Follow @laneige.uk
⚡Like this post
⚡Share your go-to self-care tip in the comments
📅 Giveaway closes 10:00am GMT on 21st December 2025
Winner will be chosen at random and contacted via DM from @laneige.uk only.
T&C’s apply.
Open to UK residents aged 18+. No purchase necessary. Prize fulfilled by Laneige UK and Glow For It Shop. Personal information will only be used to arrange prize delivery. This giveaway is not sponsored, endorsed or administered by, or associated with Instagram. Stay alert for fake accounts, we will never ask for payment or personal bank details to claim the prize.
#laneige #laneigeuk #glowforit #12daysoflaneige",",,,laneige,laneigeuk,glowforit,12daysoflaneige",352,67,34,141,,https://www.tiktok.com/@laneige.uk/video/7585506958086507808,0
tiktok,7495057402086165783,b0nishop,#LANEIGE #KBEAUTY #acidehyaluronique #CREME #corée ,,#LANEIGE #KBEAUTY #acidehyaluronique #CREME #corée ,"laneige,kbeauty,acidehyaluronique,creme,corée",26800,405,12,561,,https://www.tiktok.com/@b0nishop/video/7495057402086165783,0
tiktok,7210736148505726213,soumbeauty.paris,#skincarekorea#laneige#yessstyle#foryou#tiktok#soumbeauty_paris ,,#skincarekorea#laneige#yessstyle#foryou#tiktok#soumbeauty_paris ,"skincarekorea,laneige,yessstyle,foryou,tiktok,soumbeauty_paris",64700,279,32,379,,https://www.tiktok.com/@soumbeauty.paris/video/7210736148505726213,0
tiktok,7330660409621482784,farah.parker,Dites moi que je suis pas la seule svp #laneigelipmask #laneige #skincare #boycott ,,Dites moi que je suis pas la seule svp #laneigelipmask #laneige #skincare #boycott ,"laneigelipmask,laneige,skincare,boycott",59400,785,122,1221,,https://www.tiktok.com/@farah.parker/video/7330660409621482784,0
tiktok,7332419566686965025,altina.hajd,Ich hoffe ich bin nicht die einzige 😭 wieso funktioniert bei mir das produkt nicht??🥲  #fy #laneige #laneigelipmask ,,Ich hoffe ich bin nicht die einzige 😭 wieso funktioniert bei mir das produkt nicht??🥲  #fy #laneige #laneigelipmask ,"fy,laneige,laneigelipmask",171100,6071,136,6673,,https://www.tiktok.com/@altina.hajd/video/7332419566686965025,0
tiktok,7475109777161358622,taontm,AD #laneige_partner Trying the new @laneige_us Glaze Craze Tinted Lip Serum soo juicy & these shades?! which one is your fav? they're available at sephora now! #makeup #liptint ,,AD #laneige_partner Trying the new @laneige_us Glaze Craze Tinted Lip Serum soo juicy & these shades?! which one is your fav? they're available at sephora now! #makeup #liptint ,"laneige_partner,,makeup,liptint",970000,34100,201,47948,,https://www.tiktok.com/@taontm/video/7475109777161358622,0
tiktok,7392268278028061982,_alyssa_lorraine_,It can be tempting…but resist the urge 😅 @laneige_us #lipmask #lipbalm #laneigelipmask #laneige #watermelonlipmask #skincare #lipglowybalm ,,It can be tempting…but resist the urge 😅 @laneige_us #lipmask #lipbalm #laneigelipmask #laneige #watermelonlipmask #skincare #lipglowybalm ,",lipmask,lipbalm,laneigelipmask,laneige,watermelonlipmask,skincare,lipglowybalm",11700000,324800,2952,348956,,https://www.tiktok.com/@_alyssa_lorraine_/video/7392268278028061982,0
tiktok,7467615198891756822,paulinagibass,"🫐 Czy ten viralowy produkt jest bezpieczny?🙃

#maskadoustlaneige #maskadoust #laneige #balsamdoust #pielegnacja #pielegnacjatwarzy #poradykosmetyczne #testujekosmetyki #nowinkikosmetyczne ",,"🫐 Czy ten viralowy produkt jest bezpieczny?🙃

#maskadoustlaneige #maskadoust #laneige #balsamdoust #pielegnacja #pielegnacjatwarzy #poradykosmetyczne #testujekosmetyki #nowinkikosmetyczne ","maskadoustlaneige,maskadoust,laneige,balsamdoust,pielegnacja,pielegnacjatwarzy,poradykosmetyczne,testujekosmetyki,nowinkikosmetyczne",137400,6091,91,8583,,https://www.tiktok.com/@paulinagibass/video/7467615198891756822,0
tiktok,7474010757672308010,itsmiahnotmia,"🛑 @laneige_us answer this!! i just bought the water sleeping mask, hoping for the same issue  😤 | #laneige #laneigelipmask #laneigeus #satire #laneigelipsleepingmask #laneigelipbalm #moisturizer #lipmask #skincare #acneproneskin #skincaretips ",,"🛑 @laneige_us answer this!! i just bought the water sleeping mask, hoping for the same issue  😤 | #laneige #laneigelipmask #laneigeus #satire #laneigelipsleepingmask #laneigelipbalm #moisturizer #lipmask #skincare #acneproneskin #skincaretips ",",laneige,laneigelipmask,laneigeus,satire,laneigelipsleepingmask,laneigelipbalm,moisturizer,lipmask,skincare,acneproneskin,skincaretips",496800,11300,213,12680,,https://www.tiktok.com/@itsmiahnotmia/video/7474010757672308010,0
tiktok,7550625206017084679,laneige_sg,"Here’s our lip sleeping mask collection 🎀 how many lip sleeping masks do you have? 
#LANEIGE #LANEIGESG #lipsleepingmask #lippies #collections ",,"Here’s our lip sleeping mask collection 🎀 how many lip sleeping masks do you have? 
#LANEIGE #LANEIGESG #lipsleepingmask #lippies #collections ","laneige,laneigesg,lipsleepingmask,lippies,collections",132900,9620,109,13153,,https://www.tiktok.com/@laneige_sg/video/7550625206017084679,0
tiktok,7524835223419309343,kamryntay19,"This might be Laneige’s best product… and no one’s talking about it 👀
The bouncy & firm sleeping mask >>
I wake up plump, hydrated, and glowing — do not sleep on this. 

#laneige #SkincareTikTok #tiktokshopfinds #glowyskin #skincarefavorites #tiktokskincare #overnightglow #beautymusthaves #hydratedskinsleepingmask #tiktokmademebuyit ",,"This might be Laneige’s best product… and no one’s talking about it 👀
The bouncy & firm sleeping mask >>
I wake up plump, hydrated, and glowing — do not sleep on this. 

#laneige #SkincareTikTok #tiktokshopfinds #glowyskin #skincarefavorites #tiktokskincare #overnightglow #beautymusthaves #hydratedskinsleepingmask #tiktokmademebuyit ","laneige,skincaretiktok,tiktokshopfinds,glowyskin,skincarefavorites,tiktokskincare,overnightglow,beautymusthaves,hydratedskinsleepingmask,tiktokmademebuyit",1568,43,4,57,,https://www.tiktok.com/@kamryntay19/video/7524835223419309343,0
tiktok,7167198670725877038,therealdestinywilliams,This for my girlies w| sensitive and dry skin like me .. sis this right here gone get you right 🤌🏽 I was amazed with how hydrated my skin had been the entire day.. in 30 degree weather at that 🙌🏽🙌🏽 #amazonbeauty #laneige #laneigewatersleepingmask #amazonfaves #sensitiveskin #drywinterskin ,,This for my girlies w| sensitive and dry skin like me .. sis this right here gone get you right 🤌🏽 I was amazed with how hydrated my skin had been the entire day.. in 30 degree weather at that 🙌🏽🙌🏽 #amazonbeauty #laneige #laneigewatersleepingmask #amazonfaves #sensitiveskin #drywinterskin ,"amazonbeauty,laneige,laneigewatersleepingmask,amazonfaves,sensitiveskin,drywinterskin",25500,652,7,687,,https://www.tiktok.com/@therealdestinywilliams/video/7167198670725877038,0
tiktok,7584940430937115935,la_anita0,My absolute favorite lip mask for the cold weather 💖💗😍 #beauty #makeup #lipstick #makeuptutorial #maquillaje ,,My absolute favorite lip mask for the cold weather 💖💗😍 #beauty #makeup #lipstick #makeuptutorial #maquillaje ,"beauty,makeup,lipstick,makeuptutorial,maquillaje",736,20,11,57,,https://www.tiktok.com/@la_anita0/video/7584940430937115935,0
tiktok,7556268130385857805,skyecherri0s,laneige sleeping mask hot take ,,laneige sleeping mask hot take ,,11200,202,36,277,,https://www.tiktok.com/@skyecherri0s/video/7556268130385857805,0
tiktok,7584111980915543317,laneigeca,lip sleeping mask hot cocoa brings in all the christmas vibes ☕️🎄 #lipsleepingmask #holidayflavour #hotcocoa #laneige #limitededition ,,lip sleeping mask hot cocoa brings in all the christmas vibes ☕️🎄 #lipsleepingmask #holidayflavour #hotcocoa #laneige #limitededition ,"lipsleepingmask,holidayflavour,hotcocoa,laneige,limitededition",3430,274,10,327,,https://www.tiktok.com/@laneigeca/video/7584111980915543317,0
tiktok,7571098063922564382,melsmakeup88,"New Hot Cocoa Sleep Mask by @laneige_us 🍫
.
#laneige #makeup #sephora #laneigelipmask #giftideas ",,"New Hot Cocoa Sleep Mask by @laneige_us 🍫
.
#laneige #makeup #sephora #laneigelipmask #giftideas ",",laneige,makeup,sephora,laneigelipmask,giftideas",2102,20,0,20,,https://www.tiktok.com/@melsmakeup88/video/7571098063922564382,0
tiktok,7547633505610583317,laneige_kr,"스트로베리 쇼트케이크 립 슬리핑 마스크 이용법 3가지... 🍰
3 ways to enjoy our new Lip Sleeping Mask✨

#laneige #strawberryshortcake #lipsleepingmask #fyp ",,"스트로베리 쇼트케이크 립 슬리핑 마스크 이용법 3가지... 🍰
3 ways to enjoy our new Lip Sleeping Mask✨

#laneige #strawberryshortcake #lipsleepingmask #fyp ","laneige,strawberryshortcake,lipsleepingmask,fyp",461600,23300,123,28256,,https://www.tiktok.com/@laneige_kr/video/7547633505610583317,0
tiktok,7433545317187849478,laneigeca,"‘tis the season for candy cane lip sleeping mask❤️ 
#lipsleepingmask #laneige #candycane ",,"‘tis the season for candy cane lip sleeping mask❤️ 
#lipsleepingmask #laneige #candycane ","lipsleepingmask,laneige,candycane",257000,12300,166,14651,,https://www.tiktok.com/@laneigeca/video/7433545317187849478,0
tiktok,7584242592418663711,boujeefindsofficial,#laneigelipsleepingmask #viraltjmaxxfinds #tjmaxxshopping #tjmaxxfind #shopwithmeattjmaxx ,,#laneigelipsleepingmask #viraltjmaxxfinds #tjmaxxshopping #tjmaxxfind #shopwithmeattjmaxx ,"laneigelipsleepingmask,viraltjmaxxfinds,tjmaxxshopping,tjmaxxfind,shopwithmeattjmaxx",8992,85,0,91,,https://www.tiktok.com/@boujeefindsofficial/video/7584242592418663711,0
tiktok,7361175342003785002,imhannahcho,AD #laneige_partner literally adding a sleeping mask into my routine was game-changing tbh thank u @laneige_us for this! available on TT Shop now! #skincaretips #glowyskin,,AD #laneige_partner literally adding a sleeping mask into my routine was game-changing tbh thank u @laneige_us for this! available on TT Shop now! #skincaretips #glowyskin,"laneige_partner,,skincaretips,glowyskin",211100,1765,32,2210,,https://www.tiktok.com/@imhannahcho/video/7361175342003785002,0
tiktok,7541450664723909918,shelbsecret13,"Testing all the LANEIGE Lip Sleeping Masks 💕👄 which flavor is actually the BEST?? 👀✨ @laneige_us 

#Laneige #LaneigeLipMask #JuicyLips #LipCareTok #SkincareTok     ",,"Testing all the LANEIGE Lip Sleeping Masks 💕👄 which flavor is actually the BEST?? 👀✨ @laneige_us 

#Laneige #LaneigeLipMask #JuicyLips #LipCareTok #SkincareTok     ",",laneige,laneigelipmask,juicylips,lipcaretok,skincaretok",126300,3419,25,3643,,https://www.tiktok.com/@shelbsecret13/video/7541450664723909918,0
tiktok,7581693575121898807,emeliepatriciaa,3 different @laneige_us sleeping masks and their differences ,,3 different @laneige_us sleeping masks and their differences ,,517,17,0,20,,https://www.tiktok.com/@emeliepatriciaa/video/7581693575121898807,0
tiktok,7302112180680346910,laneige_us,"🤯😱 MIND BLOWN. Was that more or less than what you expected??! 

Pick up a new Lip Sleeping Mask today @sephora and Sephora at @Kohl’s!!! 

#laneige #kbeauty #kbeautyskincare #koreanskincare #lipsleepingmask #lipcare #lips #glossybalm #sleepingmask #lipmask #experiment #overnightmask #sephora #sephorahaul ",,"🤯😱 MIND BLOWN. Was that more or less than what you expected??! 

Pick up a new Lip Sleeping Mask today @sephora and Sephora at @Kohl’s!!! 

#laneige #kbeauty #kbeautyskincare #koreanskincare #lipsleepingmask #lipcare #lips #glossybalm #sleepingmask #lipmask #experiment #overnightmask #sephora #sephorahaul ",",,laneige,kbeauty,kbeautyskincare,koreanskincare,lipsleepingmask,lipcare,lips,glossybalm,sleepingmask,lipmask,experiment,overnightmask,sephora,sephorahaul",6500000,326500,1517,333242,,https://www.tiktok.com/@laneige_us/video/7302112180680346910,0
tiktok,7369778576108883242,k.ricaan,"I forgot to record the other times 😭 but yeah it looks even better than lip glosses & lasts for a while 😍

#lipsleepingmask #laneigelipmask #lipmask #lipmoisturizer ",,"I forgot to record the other times 😭 but yeah it looks even better than lip glosses & lasts for a while 😍

#lipsleepingmask #laneigelipmask #lipmask #lipmoisturizer ","lipsleepingmask,laneigelipmask,lipmask,lipmoisturizer",62800,1080,14,1159,,https://www.tiktok.com/@k.ricaan/video/7369778576108883242,0
tiktok,7409663947193797931,_lexi.lu,"Laneige Lip Sleeping Mask! Take my money!
##laneigelipmask #laneige #lipmask ",,"Laneige Lip Sleeping Mask! Take my money!
##laneigelipmask #laneige #lipmask ","laneigelipmask,laneige,lipmask",76000,1586,49,1915,,https://www.tiktok.com/@_lexi.lu/video/7409663947193797931,0
tiktok,7452726715685621035,bethennyfrankel,At the level #laneige #mask #sleep #yourewelcome #forthepeople #lordswork #yourewelcome ,,At the level #laneige #mask #sleep #yourewelcome #forthepeople #lordswork #yourewelcome ,"laneige,mask,sleep,yourewelcome,forthepeople,lordswork,yourewelcome",283300,10300,224,12032,,https://www.tiktok.com/@bethennyfrankel/video/7452726715685621035,0
tiktok,7584781010655530253,oohnirvana,"Laneige Lip Sleeping Mask Rainbow Sherbet Baskin Robbins 🍦
Sweet, nostalgic, and collector-worthy — this limited-edition collab is the perfect holiday treat. Creamy texture, candy-inspired swirl, and that iconic overnight softness everyone loves.

Takeout Nirvana Approved 💋
Tap to shop before it melts away.

#LaneigeLipMask
#LipSleepingMask
#TikTokShopBeauty
#HolidayHustle
#NirvanaApproved",,"Laneige Lip Sleeping Mask Rainbow Sherbet Baskin Robbins 🍦
Sweet, nostalgic, and collector-worthy — this limited-edition collab is the perfect holiday treat. Creamy texture, candy-inspired swirl, and that iconic overnight softness everyone loves.

Takeout Nirvana Approved 💋
Tap to shop before it melts away.

#LaneigeLipMask
#LipSleepingMask
#TikTokShopBeauty
#HolidayHustle
#NirvanaApproved","laneigelipmask,lipsleepingmask,tiktokshopbeauty,holidayhustle,nirvanaapproved",676,11,15,89,,https://www.tiktok.com/@oohnirvana/video/7584781010655530253,0
tiktok,7243565530525814059,itsmekelsc,Don’t sleep on the sleep mask 😴Combatting the Sunday scaries with a little hydrating 💦 face mask @laneige_us #facemask #watersleepingmask #laneige #hydratingskincare #skincare #selfcare #fyp ,,Don’t sleep on the sleep mask 😴Combatting the Sunday scaries with a little hydrating 💦 face mask @laneige_us #facemask #watersleepingmask #laneige #hydratingskincare #skincare #selfcare #fyp ,",facemask,watersleepingmask,laneige,hydratingskincare,skincare,selfcare,fyp",293200,3139,78,3787,,https://www.tiktok.com/@itsmekelsc/video/7243565530525814059,0
tiktok,7585454494045998358,jane_has_arrived,Deal drop 👄laneige sleeping lip mask 🍓#dealdrop #laneige#lipmask#giftidea ,,Deal drop 👄laneige sleeping lip mask 🍓#dealdrop #laneige#lipmask#giftidea ,"dealdrop,laneige,lipmask,giftidea",205,11,0,11,,https://www.tiktok.com/@jane_has_arrived/video/7585454494045998358,0
